PERIODO	COMUNA	NÚMERO INCENDIOS FORESTALES	PINO INSIGNE 0 A 10 AÑOS	PINO INSIGNE 11 A 17 AÑOS	PINO INSIGNE 18 O MÁS AÑOS	PINO INSIGNE	EUCALIPTO	OTRAS SP.	TOTAL PLANTACIONES	ARBOLADO	MATORRAL	PASTIZAL	TOTAL NATURAL	TOTAL FORESTAL	TOTAL OTRAS SUPERFICIES	TOTAL SUPERFICIE AFECTADA
2010 - 2011	EL QUISCO	6	10,00			10,00	10,60		20,60	0,46	6,40	6,91	13,77	34,37	0,00	34,37
2010 - 2011	EL TABO	18	0,10	0,10		0,20	0,04		0,24	0,02	1,30	2,76	4,08	4,32	0,00	4,32
2010 - 2011	SAN ANTONIO	205	4,51	0,04	4,44	8,99	97,39		106,38	11,34	69,02	288,95	369,31	475,69	1,21	476,90
2010 - 2011	SANTO DOMINGO	17		0,25	0,05	0,30	80,20		80,50	475,00	244,86	90,03	809,89	890,39	2,25	892,64
2010 - 2011	ISLA DE PASCUA					0,00			0,00				0,00	0,00	0,00	0,00
2010 - 2011	RANCAGUA	6				0,00			0,00	19,53	14,30	4,65	38,48	38,48	0,00	38,48
2010 - 2011	MACHALI	11				0,00	1,55		1,55	4,10	5,80	6,95	16,85	18,40	0,00	18,40
2010 - 2011	GRANEROS					0,00			0,00				0,00	0,00	0,00	0,00
2010 - 2011	CODEGUA	7				0,00	1,70		1,70	0,05	2,20	2,95	5,20	6,90	1,00	7,90
2010 - 2011	MOSTAZAL	8				0,00	3,10	0,20	3,30	62,30	23,90	41,20	127,40	130,70	0,00	130,70
2010 - 2011	REQUINOA	6				0,00			0,00		1,16	1,76	2,92	2,92	0,00	2,92
2010 - 2011	OLIVAR					0,00			0,00				0,00	0,00	0,00	0,00
2010 - 2011	RENGO	16				0,00	4,45		4,45	41,35	305,05	125,45	471,85	476,30	0,00	476,30
2010 - 2011	QUINTA DE TILCOCO	2				0,00			0,00		1,50	5,50	7,00	7,00	0,00	7,00
2010 - 2011	MALLOA	5				0,00	1,60		1,60	1,50	10,30	9,20	21,00	22,60	0,00	22,60
2010 - 2011	SAN VICENTE TAGUA TAGUA	13				0,00	1,00		1,00	292,72	459,51	199,78	952,01	953,01	20,00	973,01
2010 - 2011	DONIHUE	4				0,00			0,00	0,10	1,60	3,70	5,40	5,40	0,00	5,40
2010 - 2011	COINCO					0,00			0,00				0,00	0,00	0,00	0,00
2010 - 2011	COLTAUCO	9				0,00			0,00	1,85	2,71	1,19	5,75	5,75	0,00	5,75
2010 - 2011	PICHIDEGUA	4				0,00	0,50		0,50		6,90	6,62	13,52	14,02	0,00	14,02
2010 - 2011	PEUMO	14				0,00			0,00	0,80	5,98	2,47	9,25	9,25	0,00	9,25
2010 - 2011	LAS CABRAS	15	60,00			60,00	90,20		150,20	1.320,80	958,83	1.110,02	3.389,65	3.539,85	0,00	3.539,85
2010 - 2011	SAN FERNANDO	24				0,00	18,65		18,65	31,60	51,40	27,50	110,50	129,15	1,00	130,15
2010 - 2011	CHIMBARONGO	7				0,00			0,00	3,50	6,80	12,60	22,90	22,90	0,00	22,90
2010 - 2011	NANCAGUA	1				0,00	1,60		1,60		0,50	0,40	0,90	2,50	0,00	2,50
2010 - 2011	PLACILLA	1				0,00			0,00		0,40	0,20	0,60	0,60	0,00	0,60
2010 - 2011	CHEPICA	1				0,00			0,00			1,00	1,00	1,00	1,00	2,00
2010 - 2011	SANTA CRUZ	6	30,00			30,00	4,10		34,10	69,20	107,35	107,95	284,50	318,60	0,00	318,60
2010 - 2011	PALMILLA					0,00			0,00				0,00	0,00	0,00	0,00
2010 - 2011	LOLOL	4				0,00	18,50		18,50		23,20	26,10	49,30	67,80	3,00	70,80
2010 - 2011	PUMANQUE	4	6,50			6,50	63,00		69,50	44,50	162,70	100,10	307,30	376,80	0,00	376,80
2010 - 2011	PERALILLO	2				0,00			0,00		0,55	1,15	1,70	1,70	0,00	1,70
2010 - 2011	PICHILEMU	12	3,00		1.402,45	1.405,45	3,70	0,20	1.409,35		75,70	102,06	177,76	1.587,11	0,90	1.588,01
2010 - 2011	PAREDONES	6				0,00	0,55		0,55		0,65	1,75	2,40	2,95	6,50	9,45
2010 - 2011	MARCHIHUE	11	124,00			124,00	23,60	1,50	149,10	0,50	25,10	69,70	95,30	244,40	12,40	256,80
2010 - 2011	LITUECHE	14	0,30	1,50		1,80	15,30	0,20	17,30	50,00	71,94	68,06	190,00	207,30	0,00	207,30
2010 - 2011	LA ESTRELLA	6		0,05		0,05			0,05	2,50	3,40	14,20	20,10	20,15	0,00	20,15
2010 - 2011	NAVIDAD	2				0,00			0,00		2,10	2,70	4,80	4,80	0,00	4,80
2010 - 2011	CURICO	23	0,30		0,90	1,20	1,60		2,80	12,00	34,34	21,55	67,89	70,69	0,00	70,69
2010 - 2011	RAUCO	7				0,00	1,60		1,60		66,40	24,00	90,40	92,00	2,00	94,00
2010 - 2011	ROMERAL	12			60,00	60,00	13,20		73,20	828,00	230,75	69,24	1.127,99	1.201,19	107,00	1.308,19
2010 - 2011	TENO	10	2,00			2,00	5,90		7,90	65,00	86,85	71,05	222,90	230,80	5,50	236,30
2010 - 2011	VICHUQUEN	12	67,00	0,50	1,21	68,71	25,80		94,51		6,75	22,35	29,10	123,61	0,12	123,73
2010 - 2011	LICANTEN	4	3,00			3,00	3,50		6,50	2,00	3,60	1,20	6,80	13,30	2,00	15,30
2010 - 2011	HUALANE	12	5.129,95	240,42	655,96	6.026,33	215,76		6.242,09	1.143,21	1.634,77	1.255,92	4.033,90	10.275,99	157,12	10.433,11
2010 - 2011	MOLINA	13				0,00	1,90		1,90		11,62	14,57	26,19	28,09	0,05	28,14
2010 - 2011	SAGRADA FAMILIA	6				0,00	0,70		0,70		3,10	6,60	9,70	10,40	0,10	10,50
2010 - 2011	TALCA	46				0,00	1,16		1,16		14,04	96,55	110,59	111,75	0,70	112,45
2010 - 2011	SAN CLEMENTE	18	0,03	0,50	20,00	20,53	4,00		24,53	175,00	410,24	195,35	780,59	805,12	1,32	806,44
2010 - 2011	PELARCO	9				0,00	0,20		0,20		3,04	7,26	10,30	10,50	0,00	10,50
2010 - 2011	RIO CLARO	16				0,00	3,00	0,01	3,01		27,10	43,69	70,79	73,80	0,00	73,80
2010 - 2011	PENCAHUE	16	12,40	1,00		13,40	0,01	3,00	16,41		28,93	47,60	76,53	92,94	0,01	92,95
2010 - 2011	MAULE	46	37,70	2,00		39,70	1,80		41,50	0,50	50,30	117,25	168,05	209,55	7,50	217,05
2010 - 2011	CUREPTO	15	3,55	38,20	0,10	41,85	4,02		45,87	6,00	20,47	8,34	34,81	80,68	4,40	85,08
2010 - 2011	CONSTITUCION	39	0,88	1,50	1,90	4,28	8,13	0,30	12,71		1,80	2,58	4,38	17,09	5,10	22,19
2010 - 2011	EMPEDRADO	5			0,12	0,12			0,12		0,40	0,07	0,47	0,59	0,00	0,59
2010 - 2011	SAN RAFAEL	3				0,00			0,00		3,50	13,00	16,50	16,50	0,00	16,50
2010 - 2011	LINARES	25				0,00	18,50		18,50	4,50	40,05	36,90	81,45	99,95	6,90	106,85
2010 - 2011	YERBAS BUENAS	7				0,00	1,75		1,75	0,20	5,05	4,80	10,05	11,80	0,00	11,80
2010 - 2011	COLBUN	7	0,50	0,50	1,50	2,50			2,50	36,00	39,60	32,18	107,78	110,28	0,00	110,28
2010 - 2011	LONGAVI	15			0,50	0,50	1,10		1,60	10,00	18,00	24,50	52,50	54,10	0,00	54,10
2010 - 2011	PARRAL	19		0,20	0,41	0,61	6,00		6,61		38,34	42,46	80,80	87,41	3,02	90,43
2010 - 2011	RETIRO	7				0,00	1,80		1,80		15,70	15,12	30,82	32,62	3,00	35,62
2010 - 2011	SAN JAVIER	37	46,36		3,20	49,56	41,80		91,36	0,50	174,95	296,02	471,47	562,83	1,00	563,83
2010 - 2011	VILLA ALEGRE	9				0,00			0,00		31,80	23,50	55,30	55,30	2,00	57,30
2010 - 2011	CAUQUENES	28	4,00	2,00	1,40	7,40	11,70	1,50	20,60		22,20	52,24	74,44	95,04	0,11	95,15
2010 - 2011	CHANCO	10	0,10		0,20	0,30	1,50		1,80	0,30	3,67	3,85	7,82	9,62	0,50	10,12
2010 - 2011	PELLUHUE	3		2,00	0,30	2,30	1,00		3,30		2,40	1,40	3,80	7,10	0,00	7,10
2010 - 2011	CHILLAN	94			0,20	0,20	25,80		26,00	1,09	48,71	87,94	137,74	163,74	41,20	204,94
2010 - 2011	PINTO	17			2,30	2,30	2,90		5,20	0,50	11,29	3,78	15,57	20,77	21,70	42,47
2010 - 2011	PORTEZUELO	12	0,16	0,10		0,26	1,20		1,46	0,80	3,30	6,30	10,40	11,86	1,01	12,87
2010 - 2011	SAN CARLOS	28	0,01	0,06		0,07	5,47		5,54		55,56	123,50	179,06	184,60	6,03	190,63
2010 - 2011	NIQUEN	3	0,20			0,20			0,20		0,10	0,40	0,50	0,70	0,70	1,40
2010 - 2011	SAN FABIAN	9		0,74		0,74			0,74	0,30	0,42	0,10	0,82	1,56	0,74	2,30
2010 - 2011	COIHUECO	16	3,50			3,50	5,93		9,43	39,00	6,10		45,10	54,53	32,77	87,30
2010 - 2011	SAN IGNACIO	5				0,00			0,00	1,40	1,73	1,20	4,33	4,33	2,50	6,83
2010 - 2011	EL CARMEN	5	0,35			0,35			0,35	0,01	0,76	0,61	1,38	1,73	0,00	1,73
2010 - 2011	YUNGAY	16	1,53	0,01		1,54			1,54	2,00	9,52	3,01	14,53	16,07	3,40	19,47
2010 - 2011	PEMUCO	20	0,70	0,70		1,40	0,75		2,15		2,91	0,91	3,82	5,97	1,48	7,45
2010 - 2011	BULNES	26		0,01		0,01	4,60		4,61		26,05	50,63	76,68	81,29	15,13	96,42
2010 - 2011	QUILLON	34	12,50	1,46	0,80	14,76	27,45		42,21	0,20	14,71	9,32	24,23	66,44	3,40	69,84
2010 - 2011	COELEMU	23	0,59	5,11	0,32	6,02	2,52		8,54		2,91	2,42	5,33	13,87	40,60	54,47
2010 - 2011	TREGUACO	13	10,00	50,00		60,00	6,00		66,00		44,74	28,22	72,96	138,96	8,01	146,97
2010 - 2011	RANQUIL	12	0,60			0,60	0,65		1,25		4,65	2,57	7,22	8,47	0,30	8,77
2010 - 2011	COBQUECURA	2				0,00	0,10		0,10				0,00	0,10	0,93	1,03
2010 - 2011	QUIRIHUE	11	13,90	8,00		21,90	8,80	0,01	30,71	0,20	23,30	7,10	30,60	61,31	1,20	62,51
2010 - 2011	NINHUE	7				0,00	7,00		7,00	0,10	1,50	1,62	3,22	10,22	1,60	11,82
2010 - 2011	SAN NICOLAS	18	11,50	2,00		13,50	18,95		32,45		102,55	32,11	134,66	167,11	18,45	185,56
2010 - 2011	CHILLAN VIEJO	21				0,00	4,90		4,90		14,20	19,32	33,52	38,42	0,00	38,42
2010 - 2011	LOS ANGELES	101	3,88	0,40	1,31	5,59	1,00		6,59	0,40	43,97	28,03	72,40	78,99	6,60	85,59
2010 - 2011	LAJA	16	3,53	0,13		3,66			3,66		0,60	1,91	2,51	6,17	0,16	6,33
2010 - 2011	SAN ROSENDO	10				0,00			0,00		3,60	3,21	6,81	6,81	0,00	6,81
2010 - 2011	YUMBEL	34	2,89	0,53	0,08	3,50	1,20	0,10	4,80		3,37	9,26	12,63	17,43	9,80	27,23
2010 - 2011	CABRERO	52	8,63	1,16	1,65	11,44		0,24	11,68	1,20	8,85	4,01	14,06	25,74	1,79	27,53
2010 - 2011	TUCAPEL	13	0,22			0,22			0,22		0,99	0,07	1,06	1,28	0,50	1,78
2010 - 2011	QUILLECO	23	2,08	1,00		3,08			3,08	2,00	48,48	34,93	85,41	88,49	6,06	94,55
2010 - 2011	SANTA BARBARA	6				0,00	7,91		7,91	2,15			2,15	10,06	0,00	10,06
2010 - 2011	ALTO BIO BIO					0,00			0,00				0,00	0,00	0,00	0,00
2010 - 2011	QUILACO	2				0,00			0,00				0,00	0,00	2,50	2,50
2010 - 2011	MULCHEN	84	1,20	13,20		14,40	11,79		26,19	0,02	37,62	35,22	72,86	99,05	268,82	367,87
2010 - 2011	NACIMIENTO	19	0,50			0,50	0,99		1,49	0,05	68,70	0,20	68,95	70,44	0,77	71,21
2010 - 2011	NEGRETE	14				0,00			0,00		5,79	7,70	13,49	13,49	7,64	21,13
2010 - 2011	ANTUCO	1				0,00			0,00		0,05		0,05	0,05	0,35	0,40
2010 - 2011	CONCEPCION	29	0,01		0,10	0,11	0,07		0,18		2,21	2,35	4,56	4,74	0,00	4,74
2010 - 2011	TALCAHUANO	30	0,20	0,02	0,24	0,46	0,05		0,51		7,58	4,98	12,56	13,07	0,00	13,07
2010 - 2011	HUALPEN	6	0,05		0,05	0,10			0,10		1,04	6,76	7,80	7,90	0,00	7,90
2010 - 2011	PENCO	66	0,48	2,65	0,90	4,03	2,20		6,23	0,27	29,89	1,07	31,23	37,46	0,95	38,41
2010 - 2011	TOME	104	1,12	1,51	0,40	3,03	11,30		14,33	2,25	23,63	2,31	28,19	42,52	6,49	49,01
2010 - 2011	FLORIDA	51	1,24	1,19		2,43	5,53		7,96		8,60	5,53	14,13	22,09	5,00	27,09
2010 - 2011	HUALQUI	19	0,96			0,96	0,80		1,76		13,28	0,70	13,98	15,74	0,00	15,74
2010 - 2011	SANTA JUANA	12	2,50			2,50	0,30		2,80		1,97	1,58	3,55	6,35	0,00	6,35
2010 - 2011	LOTA	113				0,00			0,00		11,25		11,25	11,25	0,15	11,40
2010 - 2011	CORONEL	59		0,02	0,05	0,07	0,25		0,32		9,90	20,42	30,32	30,64	0,01	30,65
2010 - 2011	SAN PEDRO DE LA PAZ	35	0,02	0,40	1,50	1,92	0,48		2,40		2,40	5,25	7,65	10,05	7,54	17,59
2010 - 2011	CHIGUAYANTE	4			0,06	0,06	0,20		0,26		0,18	0,05	0,23	0,49	0,00	0,49
2010 - 2011	LEBU	121	0,72	0,40	0,15	1,27	2,84		4,11	0,04	20,43	1,98	22,45	26,56	1,15	27,71
2010 - 2011	CURANILAHUE	259		0,50		0,50	3,11		3,61		32,75		32,75	36,36	0,37	36,73
2010 - 2011	ARAUCO	64	5,30			5,30	3,93		9,23		26,18		26,18	35,41	8,03	43,44
2010 - 2011	LOS ALAMOS	126		0,20	0,07	0,27	5,24		5,51	0,13	11,80	2,31	14,24	19,75	3,01	22,76
2010 - 2011	CANETE	55	1,72	2,74	0,10	4,56	7,14		11,70		8,94	5,82	14,76	26,46	3,13	29,59
2010 - 2011	CONTULMO	27	0,30	0,69		0,99	7,38		8,37		3,50		3,50	11,87	0,88	12,75
2010 - 2011	TIRUA	58	18,27	0,60	0,10	18,97	17,21		36,18	0,76	13,48	3,26	17,50	53,68	2,65	56,33
2010 - 2011	ANGOL	49	0,13	0,75		0,88	9,86		10,74		12,64	21,68	34,32	45,06	6,08	51,14
2010 - 2011	PUREN	27	1,13	2,00		3,13	12,67		15,80	0,55	4,31	15,73	20,59	36,39	0,41	36,80
2010 - 2011	LOS SAUCES	11	4,00		0,05	4,05	6,95		11,00		0,96	4,09	5,05	16,05	21,13	37,18
2010 - 2011	RENAICO	3				0,00	3,03		3,03		0,19	0,08	0,27	3,30	0,00	3,30
2010 - 2011	COLLIPULLI	67	0,19	0,56		0,75	7,46		8,21	0,13	18,07	7,95	26,15	34,36	33,38	67,74
2010 - 2011	ERCILLA	88	0,20	4,50	0,03	4,73	6,77		11,50	0,10	39,74	9,40	49,24	60,74	11,30	72,04
2010 - 2011	TRAIGUEN	19	1,11	0,20		1,31	1,76		3,07	0,05	34,13	2,21	36,39	39,46	10,66	50,12
2010 - 2011	LUMACO	41	128,12	1,80		129,92	23,93		153,85	0,80	14,58	191,90	207,28	361,13	185,69	546,82
2010 - 2011	VICTORIA	97	0,65	0,03	0,05	0,73	0,50		1,23	0,93	20,30	11,51	32,74	33,97	143,29	177,26
2010 - 2011	CURACAUTIN	3				0,00	2,80		2,80	0,23			0,23	3,03	0,10	3,13
2010 - 2011	LONQUIMAY					0,00			0,00				0,00	0,00	0,00	0,00
2010 - 2011	TEMUCO	29	0,85			0,85	10,24		11,09	0,40	5,33	7,90	13,63	24,72	2,66	27,38
2010 - 2011	LAUTARO	15	0,45		0,80	1,25	4,16		5,41	0,80	9,56	9,99	20,35	25,76	4,02	29,78
2010 - 2011	PERQUENCO	5				0,00			0,00	0,30	0,53	0,04	0,87	0,87	16,15	17,02
2010 - 2011	GALVARINO	50	8,97	2,28	4,00	15,25	12,41		27,66	4,36	12,29	12,40	29,05	56,71	43,28	99,99
2010 - 2011	NUEVA IMPERIAL	9			0,30	0,30	8,10		8,40		3,75	3,75	7,50	15,90	9,05	24,95
2010 - 2011	CARAHUE	14	55,00	0,02		55,02	4,25		59,27	1,50	11,32	0,03	12,85	72,12	7,40	79,52
2010 - 2011	SAAVEDRA					0,00			0,00				0,00	0,00	0,00	0,00
2010 - 2011	VILCUN	3				0,00			0,00		0,72	0,30	1,02	1,02	8,00	9,02
2010 - 2011	CHOL CHOL	10	1,37			1,37	1,55		2,92	1,80	4,80	3,67	10,27	13,19	0,20	13,39
2010 - 2011	FREIRE					0,00			0,00				0,00	0,00	0,00	0,00
2010 - 2011	CUNCO	1				0,00			0,00			0,02	0,02	0,02	0,00	0,02
2010 - 2011	PITRUFQUEN	5	0,60			0,60	4,61	0,20	5,41	1,10	1,95	5,35	8,40	13,81	2,00	15,81
2010 - 2011	GORBEA	1				0,00			0,00		0,10		0,10	0,10	0,45	0,55
2010 - 2011	TOLTEN					0,00			0,00				0,00	0,00	0,00	0,00
2010 - 2011	LONCOCHE	1		0,40		0,40	0,30		0,70	0,70	0,70		1,40	2,10	2,50	4,60
2010 - 2011	VILLARRICA	16		1,41	0,10	1,51			1,51	3,05	0,62	0,76	4,43	5,94	41,48	47,42
2010 - 2011	PUCON	1		0,20		0,20			0,20				0,00	0,20	0,00	0,20
2010 - 2011	CURARREHUE					0,00			0,00				0,00	0,00	0,00	0,00
2010 - 2011	MELIPEUCO					0,00			0,00				0,00	0,00	0,00	0,00
2010 - 2011	TEODORO SCHMIDT					0,00			0,00				0,00	0,00	0,00	0,00
2010 - 2011	PADRE LAS CASAS	15	0,05			0,05	4,70		4,75		6,63	1,35	7,98	12,73	0,00	12,73
2010 - 2011	VALDIVIA	32				0,00	0,10		0,10	0,32	12,77	4,13	17,22	17,32	0,80	18,12
2010 - 2011	MARIQUINA	15				0,00	0,12		0,12	1,05	0,64	0,63	2,32	2,44	1,05	3,49
2010 - 2011	LANCO	1				0,00			0,00		0,10		0,10	0,10	1,50	1,60
2010 - 2011	LOS LAGOS					0,00			0,00				0,00	0,00	0,00	0,00
2010 - 2011	CORRAL	4				0,00	0,60		0,60		2,99		2,99	3,59	0,00	3,59
2010 - 2011	MAFIL	1				0,00			0,00	0,30	0,80	0,10	1,20	1,20	0,00	1,20
2010 - 2011	PANGUIPULLI					0,00			0,00				0,00	0,00	0,00	0,00
2010 - 2011	PAILLACO	5			0,30	0,30	0,80		1,10		1,61	2,50	4,11	5,21	0,00	5,21
2010 - 2011	LA UNIÓN	9	0,30			0,30	1,00		1,30	0,60	0,25	3,80	4,65	5,95	37,10	43,05
2010 - 2011	FUTRONO					0,00			0,00				0,00	0,00	0,00	0,00
2010 - 2011	RÍO BUENO	2				0,00			0,00	0,10	1,50	4,10	5,70	5,70	0,00	5,70
2010 - 2011	LAGO RANCO					0,00			0,00				0,00	0,00	0,00	0,00
2010 - 2011	OSORNO	7				0,00			0,00	0,27	1,00	28,93	30,20	30,20	3,30	33,50
2010 - 2011	SAN PABLO	3	0,90		4,25	5,15	0,71		5,86		0,81		0,81	6,67	7,00	13,67
2010 - 2011	PEYUHUE					0,00			0,00				0,00	0,00	0,00	0,00
2010 - 2011	PUERTO OCTAY					0,00			0,00				0,00	0,00	0,00	0,00
2010 - 2011	ENTRE LAGOS					0,00			0,00				0,00	0,00	0,00	0,00
2010 - 2011	RIO NEGRO	2			0,50	0,50	0,30		0,80	0,30		0,50	0,80	1,60	2,50	4,10
2010 - 2011	PURRANQUE	4			1,50	1,50			1,50	0,30	0,40	0,10	0,80	2,30	35,40	37,70
2010 - 2011	SAN JUAN DE LA COSTA	4		1,00		1,00	0,01		1,01	1,91	2,00		3,91	4,92	3,20	8,12
2010 - 2011	PUERTO MONTT	48				0,00	1,00		1,00	0,60	24,59	100,85	126,04	127,04	0,00	127,04
2010 - 2011	COCHAMO	1				0,00			0,00	0,01			0,01	0,01	0,00	0,01
2010 - 2011	CALBUCO	1				0,00			0,00		0,40		0,40	0,40	0,00	0,40
2010 - 2011	MAULLIN					0,00			0,00				0,00	0,00	0,00	0,00
2010 - 2011	LOS MUERMOS	1				0,00			0,00		1,30		1,30	1,30	0,00	1,30
2010 - 2011	FRESIA	1				0,00	2,50		2,50		0,50		0,50	3,00	1,00	4,00
2010 - 2011	FRUTILLAR					0,00			0,00				0,00	0,00	0,00	0,00
2010 - 2011	LLANQUIHUE					0,00			0,00				0,00	0,00	0,00	0,00
2010 - 2011	PUERTO VARAS	7				0,00			0,00		6,40	1,40	7,80	7,80	0,00	7,80
2010 - 2011	CASTRO	6				0,00	0,50		0,50	1,80	7,80	0,65	10,25	10,75	0,50	11,25
2010 - 2011	ANCUD	1				0,00			0,00		0,80		0,80	0,80	0,40	1,20
2010 - 2011	QUEMCHI					0,00			0,00				0,00	0,00	0,00	0,00
2010 - 2011	CURACO DE VELEZ	1				0,00			0,00		0,90	0,75	1,65	1,65	0,00	1,65
2010 - 2011	DALCAHUE	5				0,00			0,00	3,90	4,20	1,10	9,20	9,20	4,65	13,85
2010 - 2011	QUINCHAO					0,00			0,00				0,00	0,00	0,00	0,00
2010 - 2011	PUQUELDON					0,00			0,00				0,00	0,00	0,00	0,00
2010 - 2011	CHONCHI	3				0,00			0,00		1,70	0,90	2,60	2,60	0,00	2,60
2010 - 2011	QUEILEN					0,00			0,00				0,00	0,00	0,00	0,00
2010 - 2011	QUELLON					0,00			0,00				0,00	0,00	0,00	0,00
2010 - 2011	CHAITEN	1				0,00			0,00	0,25			0,25	0,25	0,00	0,25
2010 - 2011	PALENA	1				0,00			0,00	0,10	0,40		0,50	0,50	0,10	0,60
2010 - 2011	FUTALEUFU					0,00			0,00				0,00	0,00	0,00	0,00
2010 - 2011	HUALAIHUE					0,00			0,00				0,00	0,00	0,00	0,00
2010 - 2011	COYHAIQUE	12		0,21		0,21			0,21	2,28	0,05	5,49	7,82	8,03	6,58	14,61
2010 - 2011	LAGO VERDE					0,00			0,00				0,00	0,00	0,00	0,00
2010 - 2011	AYSEN	3				0,00			0,00	18,80	37,60	77,90	134,30	134,30	0,01	134,31
2010 - 2011	CISNES					0,00			0,00				0,00	0,00	0,00	0,00
2010 - 2011	GUAYTECAS					0,00			0,00				0,00	0,00	0,00	0,00
2010 - 2011	CHILE CHICO	1				0,00			0,00		13,50	31,50	45,00	45,00	0,00	45,00
2010 - 2011	RIO IBAÑEZ	1				0,00			0,00		1,00	2,00	3,00	3,00	1,00	4,00
2010 - 2011	COCHRANE					0,00			0,00				0,00	0,00	0,00	0,00
2010 - 2011	OHIGGINS					0,00			0,00				0,00	0,00	0,00	0,00
2010 - 2011	TORTEL					0,00			0,00				0,00	0,00	0,00	0,00
2010 - 2011	PUNTA ARENAS	8				0,00			0,00	0,03		1,58	1,61	1,61	0,00	1,61
2010 - 2011	LAGUNA BLANCA					0,00			0,00				0,00	0,00	0,00	0,00
2010 - 2011	RIO VERDE					0,00			0,00				0,00	0,00	0,00	0,00
2010 - 2011	SAN GREGORIO	2				0,00			0,00			1,85	1,85	1,85	0,00	1,85
2010 - 2011	PUERTO NATALES	4				0,00			0,00	0,32	0,52	26,00	26,84	26,84	0,00	26,84
2010 - 2011	TORRES DEL PAINE	4				0,00			0,00	0,01	0,02	0,01	0,04	0,04	0,00	0,04
2010 - 2011	PORVENIR	2				0,00			0,00		11,00		11,00	11,00	0,00	11,00
2010 - 2011	TIMAUKEL					0,00			0,00				0,00	0,00	0,00	0,00
2010 - 2011	PRIMAVERA					0,00			0,00				0,00	0,00	0,00	0,00
2010 - 2011	NAVARINO	2				0,00			0,00	0,45	0,01	0,05	0,51	0,51	0,00	0,51
2010 - 2011	COLINA	52				0,00	5,55		5,55	11,20	63,37	197,09	271,66	277,21	1,50	278,71
2010 - 2011	LAMPA	57				0,00	1,60		1,60	6,30	55,72	176,19	238,21	239,81	0,00	239,81
2010 - 2011	TILTIL	22				0,00	1,80		1,80	68,60	294,71	976,82	1.340,13	1.341,93	10,10	1.352,03
2010 - 2011	PUENTE ALTO	13				0,00	2,00		2,00	4,10	5,15	13,16	22,41	24,41	0,00	24,41
2010 - 2011	PIRQUE	7				0,00			0,00	0,84	0,85	4,62	6,31	6,31	0,50	6,81
2010 - 2011	SAN JOSE DE MAIPO	7			0,50	0,50			0,50	2,60	5,14	11,27	19,01	19,51	0,30	19,81
2010 - 2011	SAN BERNARDO	28				0,00	0,40		0,40	3,30	79,82	182,99	266,11	266,51	0,30	266,81
2010 - 2011	BUIN	5				0,00			0,00	30,00	50,04	92,36	172,40	172,40	0,00	172,40
2010 - 2011	PAINE	13				0,00			0,00	45,20	29,30	44,80	119,30	119,30	3,00	122,30
2010 - 2011	CALERA DE TANGO	6				0,00	0,40		0,40	0,05	11,05	22,62	33,72	34,12	0,00	34,12
2010 - 2011	TALAGANTE	12			0,01	0,01	16,01	0,20	16,22	1,30	11,00	10,19	22,49	38,71	1,00	39,71
2010 - 2011	PENAFLOR	9				0,00	3,10		3,10	0,60	3,23	3,57	7,40	10,50	0,00	10,50
2010 - 2011	EL MONTE	4			1,00	1,00	5,70		6,70	1,00	1,40	3,90	6,30	13,00	0,00	13,00
2010 - 2011	ISLA DE MAIPO	7				0,00			0,00	3,50	14,50	20,20	38,20	38,20	0,00	38,20
2010 - 2011	PADRE HURTADO	2				0,00	1,85	0,10	1,95			2,35	2,35	4,30	0,00	4,30
2010 - 2011	MELIPILLA	157				0,00	143,80	8,30	152,10	464,80	236,42	500,00	1.201,22	1.353,32	16,17	1.369,49
2010 - 2011	MARIA PINTO	3				0,00			0,00		0,20	0,25	0,45	0,45	0,00	0,45
2010 - 2011	SAN PEDRO	17				0,00	41,40		41,40	196,50	543,00	1.276,12	2.015,62	2.057,02	1,00	2.058,02
2010 - 2011	CURACAVI	38				0,00			0,00	85,10	157,73	478,16	720,99	720,99	0,00	720,99
2010 - 2011	ALHUE	11				0,00	4,00		4,00	21,95	135,40	126,05	283,40	287,40	0,00	287,40
2010 - 2011	SANTIAGO					0,00			0,00				0,00	0,00	0,00	0,00
2010 - 2011	INDEPENDENCIA					0,00			0,00				0,00	0,00	0,00	0,00
2010 - 2011	RECOLETA	14				0,00			0,00	0,01	0,81	1,83	2,65	2,65	0,00	2,65
2010 - 2011	ESTACION CENTRAL					0,00			0,00				0,00	0,00	0,00	0,00
2010 - 2011	CONCHALI					0,00			0,00				0,00	0,00	0,00	0,00
2010 - 2011	HUECHURABA	29				0,00	1,15		1,15		7,27	20,61	27,88	29,03	0,00	29,03
2010 - 2011	QUILICURA	11				0,00	0,05		0,05		0,87	6,59	7,46	7,51	0,00	7,51
2010 - 2011	RENCA	7				0,00	0,60		0,60		1,40	5,90	7,30	7,90	0,00	7,90
2010 - 2011	QUINTA NORMAL					0,00			0,00				0,00	0,00	0,00	0,00
2010 - 2011	PUDAHUEL	18				0,00	20,00	0,50	20,50		64,13	68,63	132,76	153,26	0,00	153,26
2010 - 2011	CERRO NAVIA					0,00			0,00				0,00	0,00	0,00	0,00
2010 - 2011	LO PRADO					0,00			0,00				0,00	0,00	0,00	0,00
2010 - 2011	MAIPU	6				0,00	0,20	0,30	0,50	0,50	5,02	9,09	14,61	15,11	0,00	15,11
